"","mfl_id","name","team","draft_year","stats_global_id","fleaflicker_id","rotoworld_id","nfl_id","espn_id","sportsdata_id","draft_round","draft_pick","height","weight","college","birthdate","age","sleeper_id","first_name","last_name","fantasy_data_id","rotowire_id","gsis_id","stats_id","yahoo_id","displayname","mergename","pos","avg_salary","fa_yr","doECR","dpECR","rpECR"
"221","11654","Hill, Jeremy","FA","2014","650978",NA,"9409","jeremyhill/2543603","16803","59fc3367-5514-4616-a93c-06e4365b2293","2","23","73","230","LSU",1992-10-20,27,"1892","Jeremy","Hill",16112,9350,"00-0031301",650978,27583,"Jeremy Hill","jeremy hill","RB",NA,NA,NA,NA,NA
"222","11656","Sims, Charles","FA","2014","507746",NA,"9425","charlessims/2543770","16749","4cb511e9-4d43-413e-998c-2778cc7786fe","3","5","72","211","West Virginia",1990-09-19,29.1,"2223","Charles","Sims",16609,9519,"00-0031390",507746,27597,"Charles Sims","charles sims","RB",NA,NA,NA,NA,NA
"223","11657","Hyde, Carlos","HOU","2014","543825",NA,"9381","carloshyde/2543743","16777","3a29784c-832f-4e41-a4ac-71d4f9ad410c","2","25","72","229","Ohio State",1990-09-20,29.1,"2257","Carlos","Hyde",16668,9516,"00-0031045",543825,27585,"Carlos Hyde","carlos hyde","RB",2.8,2020,159.6,58.7,32
"224","11659","Thomas, De'Anthony","KCC","2014","607847",NA,"9410","de'anthonythomas/2543638","16945","35823109-daf1-4825-92b8-564271398ecb","4","24","68","176","Oregon",1993-01-05,26.8,"2023","De'Anthony","Thomas",16305,9274,"00-0031060",607847,27652,"DeAnthony Thomas","deanthony thomas","WR",0.8,2020,NA,NA,NA
"225","11660","Freeman, Devonta","ATL","2014","592914",NA,"9423","devontafreeman/2543583","16944","2e50c78f-fa3b-48cf-8531-6eeddc93d88d","4","3","68","206","Florida State",1992-03-15,27.6,"2168","Devonta","Freeman",16524,9326,"00-0031285",592914,27631,"Devonta Freeman","devonta freeman","RB",8.2,2023,58.3,25.3,22
"226","11668","Crowell, Isaiah","OAK","2014","606971",NA,"9401","isaiahcrowell/2550189","17133","40cd928f-f228-4ffd-8179-b27a12e14a44",NA,NA,"71","225","Alabama State",1993-01-08,26.8,"1901","Isaiah","Crowell",16127,9535,"00-0030656",606971,28014,"Isaiah Crowell","isaiah crowell","RB",1,2020,319.5,101.3,NA
"227","11670","Watkins, Sammy","KCC","2014","602118",NA,"9388","sammywatkins/2543457","16725","7d80b51f-1462-442e-aa7f-8c320a62deed","1","4","73","211","Clemson",1993-06-14,26.3,"1817","Sammy","Watkins",16003,9249,"00-0031325",602118,27532,"Sammy Watkins","sammy watkins","WR",16,2021,78.7,27,24.2
"228","11671","Evans, Mike","TBB","2014","593587",NA,"9296","mikeevans/2543468","16737","c48c21d9-0ae5-478c-ad34-30a660cfa9b8","1","7","77","231","Texas A&M",1993-08-21,26.1,"2216","Mike","Evans",16597,9253,"00-0031408",593587,27535,"Mike Evans","mike evans","WR",16.5,2024,14.1,8.3,10.8
"229","11672","Lee, Marqise","JAC","2014","599006",NA,"9402","marqiselee/2543475","16787","4c3c6b63-aa1f-4452-9d1d-662073f06142","2","7","72","196","USC",1991-11-25,27.9,"1987","Marqise","Lee",16258,9453,"00-0031431",599006,27567,"Marqise Lee","marqise lee","WR",8.5,2022,262.5,96.5,104
"230","11673","Benjamin, Kelvin","FA","2014","605407",NA,"9321","kelvinbenjamin/2543471","16730","2ef5aed5-9859-4102-8bf4-99d6a6ae22ba","1","28","77","245","Florida State",1991-02-05,28.7,"2182","Kelvin","Benjamin",16550,9294,"00-0031359",605407,27556,"Kelvin Benjamin","kelvin benjamin","WR",NA,NA,NA,NA,NA
"231","11674","Cooks, Brandin","LAR","2014","607864",NA,"9404","brandincooks/2543498","16731","b6b954eb-4591-4b7a-86b9-a481f15fdd58","1","20","70","183","Oregon State",1993-09-25,26,"2197","Brandin","Cooks",16568,9260,"00-0031236",607864,27548,"Brandin Cooks","brandin cooks","WR",16.2,2024,35,14.4,22
"232","11675","Adams, Davante","GBP","2014","611417",NA,"9273","davanteadams/2543495","16800","e7d6ae25-bf15-4660-8b37-c37716551de3","2","21","73","215","Fresno State",1992-12-24,26.8,"2133","Davante","Adams",16470,9455,"00-0031381",611417,27581,"Davante Adams","davante adams","WR",14.5,2022,8.1,4,8
"233","11676","Matthews, Jordan","SFO","2014","555648",NA,"9420","jordanmatthews/2543500","16763","7b96a836-666b-47b6-a0a7-9dbb0b4c53e8","2","10","75","215","Vanderbilt",1992-07-16,27.2,"1800","Jordan","Matthews",15974,9273,"00-0031299",555648,27570,"Jordan Matthews","jordan matthews","WR",0.8,2020,NA,148,NA
"234","11677","Moncrief, Donte","PIT","2014","607351",NA,"9427","dontemoncrief/2543614","16791","f404283a-7c04-4a1c-899c-3243424a8d70","3","26","74","216","Mississippi",1993-08-06,26.2,"1971","Donte","Moncrief",16232,9276,"00-0031339",607351,27618,"Donte Moncrief","donte moncrief","WR",4.5,2021,178.8,83.4,86.5
"235","11678","Robinson, Allen","CHI","2014","609496",NA,"9297","allenrobinson/2543509","16799","0fd32417-8410-4a8f-8919-386c433bca43","2","29","75","211","Penn State",1993-08-24,26.1,"1992","Allen","Robinson",16263,9264,"00-0031428",609496,27589,"Allen Robinson","allen robinson","WR",14,2021,48.1,24.4,18
"236","11679","Beckham, Odell","CLE","2014","589984",NA,"9403","odellbeckham/2543496","16733","354dec38-b88b-4ba0-8974-859123f27c45","1","12","71","198","LSU",1992-11-05,26.9,"2078","Odell","Beckham",16389,9255,"00-0031235",589984,27540,"Odell Beckham","odell beckham","WR",NA,NA,5.9,4.1,9.8
"237","11680","Landry, Jarvis","CLE","2014","589991",NA,"9405","jarvislandry/2543488","16790","06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4","2","31","71","196","LSU",1992-11-28,26.9,"1825","Jarvis","Landry",16020,9454,"00-0031382",589991,27591,"Jarvis Landry","jarvis landry","WR",15.1,2023,69.6,33.6,42.4
"238","11681","Richardson, Paul","WAS","2014","560223",NA,"9545","paulrichardson/2543491","16781","cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7","2","13","72","183","Colorado",1992-04-13,27.5,"2279","Paul","Richardson",16694,9215,"00-0031257",560223,27573,"Paul Richardson","paul richardson","WR",8,2023,237,91.4,71
"239","11686","Jones, T.J.","FA","2014","544025",NA,"9419","t.j.jones/2543836","16880","40958157-617f-40b4-91e5-9895f66da29c","6","13","72","190","Notre Dame",1992-07-19,27.2,"2121","T.J.","Jones",16456,9463,"00-0031189",544025,27717,"TJ Jones","tj jones","WR",NA,NA,NA,NA,NA
"240","11688","Bryant, Martavis","FA","2014","602091",NA,"9416","martavisbryant/2543572","16886","e9d4ab78-3572-47ab-b4d3-e04c5af231f3","4","18","76","210","Clemson",1991-12-20,27.8,"1916","Martavis","Bryant",16146,9456,"00-0031373",602091,27646,"Martavis Bryant","martavis bryant","WR",NA,NA,NA,NA,NA
"241","11689","Ellington, Bruce","FA","2014","604917",NA,"9608","bruceellington/2543646","16946","617435c6-4a3f-4689-ab15-44bd93b33615","4","6","69","200","South Carolina",1991-08-22,28.1,"2255","Bruce","Ellington",16664,9459,"00-0031326",604917,27634,"Bruce Ellington","bruce ellington","WR",NA,NA,NA,NA,NA
"242","11695","Ebron, Eric","IND","2014","605752",NA,"9390","ericebron/2543466","16732","9fbcfae9-dd14-415c-8952-9b1b5dff0dfc","1","10","76","253","North Carolina",1993-04-10,26.5,"2118","Eric","Ebron",16451,9210,"00-0031387",605752,27538,"Eric Ebron","eric ebron","TE",6.5,2020,130.1,16.9,18.2
"243","11697","Seferian-Jenkins, Austin","FA","2014","593347",NA,"9400","austinseferian-jenkins/2543683","16795","e78261de-af00-4530-824c-500addbe9f98","2","6","77","262","Washington",1992-09-29,27,"2222","Austin","Seferian-Jenkins",16608,9241,"00-0031418",593347,27566,"Austin Seferian-Jenkins","austin seferian-jenkins","TE",NA,NA,NA,NA,NA
"244","11701","Grimble, Xavier","FA","2014","555680",NA,"9614","xaviergrimble/2550521","17348","c9557ff2-899f-41e3-8a0e-35ca874db9b2",NA,NA,"76","261","USC",1992-09-02,27.1,"2082","Xavier","Grimble",16395,9283,"00-0031035",555680,28184,"Xavier Grimble","xavier grimble","TE",NA,NA,NA,NA,NA
"245","11705","Burton, Trey","CHI","2014","542788",NA,"9737","treyburton/2550284","16974","bc0f07a4-3e7b-4e61-987a-05533dc225be",NA,NA,"75","235","Florida",1991-10-29,28,"1793","Trey","Burton",15965,9490,"00-0030710",542788,27789,"Trey Burton","trey burton","TE",8,2022,146,21.4,19
"246","11746","West, Terrance","FA","2014","595842",NA,"9406","terrancewest/2543664","16783","46d5a560-8260-44d7-a8db-8adb6fd8f2e9","3","30","70","225","Towson",1991-01-21,28.7,"1912","Terrance","West",16142,9282,"00-0031375",595842,27622,"Terrance West","terrance west","RB",NA,NA,NA,NA,NA
"247","11747","White, James","NEP","2014","556294",NA,"9426","jameswhite/2543773","16913","39f70428-a78a-494c-8676-438d953c289e","4","30","70","205","Wisconsin",1992-02-03,27.7,"1848","James","White",16056,9524,"00-0031062",556294,27658,"James White","james white","RB",4,2021,92.7,33.6,22.6
"248","11754","Coleman, Brandon","FA","2014","556468",NA,"9412","brandoncoleman/2550328","17127","07169571-5184-43ea-aa36-9a283b276b94",NA,NA,"78","225","Rutgers",1992-06-22,27.3,"2196","Brandon","Coleman",16567,9223,"00-0030801",556468,27921,"Brandon Coleman","brandon coleman","WR",NA,NA,NA,NA,NA
"249","11758","Latimer, Cody","NYG","2014","609050",NA,"9535","codylatimer/2543590","16793","fbb1cc32-4cbd-4089-b8ec-1e7bce8da408","2","24","73","222","Indiana",1992-10-10,27,"2004","Cody","Latimer",16278,9567,"00-0031344",609050,27584,"Cody Latimer","cody latimer","WR",1.5,2020,NA,110.7,112
"250","11760","Garoppolo, Jimmy","SFO","2014","555358",NA,"9360","jimmygaroppolo/2543801","16760","42de9d1d-0352-460b-9172-9452414fd7fd","2","30","74","225","Eastern Illinois",1991-11-02,27.9,"1837","Jimmy","Garoppolo",16041,9320,"00-0031345",555358,27590,"Jimmy Garoppolo","jimmy garoppolo","QB",27.5,2023,133.7,16.2,21.6
"251","11761","McKinnon, Jerick","SFO","2014","563824",NA,"9651","jerickmckinnon/2543715","16782","f77479d7-51a5-41f9-8924-69526dd078cd","3","32","69","205","Georgia Southern",1992-05-03,27.4,"2161","Jerick","McKinnon",16510,9529,"00-0031376",563824,27624,"Jerick McKinnon","jerick mckinnon","RB",7.5,2022,180.5,71.3,NA
"252","11783","Brown, John","BUF","2014","473742",NA,"9649","johnbrown/2543847","16804","9b13d2bc-b22c-4f91-8eeb-309f43422d6e","3","27","71","178","Pittsburgh State",1990-04-03,29.5,"2238","John","Brown",16640,9684,"00-0031051",473742,27619,"John Brown","john brown","WR",9,2022,121.9,53.3,36.4
"253","11785","Rodgers, Richard","FA","2014","607699",NA,"9547","richardrodgers/2550313","16786","e00b3426-238b-4bdb-85c3-bbf08b7469e3","3","34","76","257","California",1992-01-22,27.7,"2146","Richard","Rodgers",16491,9559,"00-0031384",607699,27626,"Richard Rodgers","richard rodgers","TE",NA,NA,NA,NA,NA
"254","11812","Grant, Ryan","FA","2014","497786",NA,"9666","ryangrant/2543759","16845","cc9df25a-bb22-4737-83df-ff01d3fd7695","5","2","72","195","Tulane",1990-12-19,28.8,"2093","Ryan","Grant",16411,9462,"00-0031068",497786,27670,"Ryan Grant","ryan grant","WR",NA,NA,NA,NA,NA
"255","11834","Blue, Alfred","JAC","2014","540506",NA,"9685","alfredblue/2543600","16921","cbf1cdba-d165-45f7-a695-5e0971dd9042","6","5","74","225","LSU",1991-04-27,28.5,"1944","Alfred","Blue",16189,9360,"00-0031075",540506,27709,"Alfred Blue","alfred blue","RB",0.9,2020,NA,112.5,NA
"256","11835","Fales, David","NYJ","2014","512431",NA,"9359","davidfales/2543751","16821","eab69ec2-9cba-4783-8260-cf99121ed2c8","6","7","74","210","San Jose State",1990-10-04,29,"2106","David","Fales",16430,9318,"00-0031076",512431,27711,"David Fales","david fales","QB",0.8,2020,NA,NA,NA
"257","11850","Enunwa, Quincy","NYJ","2014","540619",NA,"9610","quincyenunwa/2543828","16899","0adf5b2c-35bd-41f2-8e73-3dad53454d78","6","33","74","225","Nebraska",1992-05-31,27.4,"1854","Quincy","Enunwa",16063,9476,"00-0031023",540619,27737,"Quincy Enunwa","quincy enunwa","WR",9,2023,209,103.3,NA
"258","11854","Gilbert, Garrett","CLE","2014","507477",NA,"9522","garrettgilbert/2549982","16809","56073e7b-84ca-4d4a-a2e7-1bfc0277e8d4","6","38","76","230","SMU",1991-07-01,28.3,"2229","Garrett","Gilbert",16621,9776,"00-0031395",507477,27742,"Garrett Gilbert","garrett gilbert","QB",0.7,2021,NA,NA,NA
"259","11857","Campanaro, Michael","FA","2014","500653",NA,"9594","michaelcampanaro/2550163","16832","742796c3-a092-49ab-9b24-dbc224fd11a1","7","3","69","191","Wake Forest",1991-01-25,28.7,"1866","Michael","Campanaro",16081,9468,"00-0031025",500653,27746,"Michael Campanaro","michael campanaro","WR",NA,NA,NA,NA,NA
"260","11870","Janis, Jeff","FA","2014","794243",NA,"9719","jeffjanis/2543750","16960","7b1c1855-fc6d-42aa-ac3e-588e82333146","7","21","75","219","Saginaw Valley",1991-06-09,28.3,"2140","Jeff","Janis",16480,9466,"00-0031001",794243,27764,"Jeff Janis","jeff janis","WR",NA,NA,NA,NA,NA
"261","11886","Williams, Damien","KCC","2014","691283",NA,"9570","damienwilliams/2550512","17359","90908a56-901b-466d-8689-943075da96fe",NA,NA,"71","224","Oklahoma",1992-04-03,27.5,"1833","Damien","Williams",16031,9644,"00-0030874",691283,28115,"Damien Williams","damien williams","RB",2.5,2021,86.4,32.4,27.4
"262","11890","Wilson, Albert","MIA","2014","556955",NA,"9572","albertwilson/2550272","17051","2958ea86-e2dc-4719-93e5-cc9d093ca963",NA,NA,"69","195","Georgia State",1992-07-12,27.2,"2025","Albert","Wilson",16308,9491,"00-0030669",556955,28046,"Albert Wilson","albert wilson","WR",8,2021,183.6,90.4,83
"263","11894","Fluellen, David","TEN","2014","559264",NA,"9616","davidfluellen/2550289","16994","481da4a3-fb29-4480-9db4-9cffdf33f510",NA,NA,"71","224","Toledo",1992-01-29,27.7,"1794","David","Fluellen",15966,9534,"00-0030711",559264,27790,"David Fluellen","david fluellen","RB",0.7,2020,NA,NA,NA
"264","11895","Bibbs, Kapri","FA","2014","590943",NA,"9581","kapribibbs/2550542","16969","4402b8d5-d6bf-43d0-9198-651506abba76",NA,NA,"70","203","Colorado State",1993-01-10,26.8,"2001","Kapri","Bibbs",16273,9238,"00-0031102",590943,27821,"Kapri Bibbs","kapri bibbs","RB",NA,NA,NA,NA,NA
"265","11904","Swoope, Erik","FA","2014","550290",NA,"9792","erikswoope/2550405","17091","947e7faa-e8be-4603-829c-b57e4247ccbf",NA,NA,"76","255","Miami",1992-05-08,27.4,"1975","Erik","Swoope",16238,9808,"00-0030854",550290,27914,"Erik Swoope","erik swoope","TE",NA,NA,NA,NA,NA
"266","11917","Lucas, Marcus","FA","2014","553236",NA,"9764","marcuslucas/2550581","17382","0fb168d1-c720-4e22-9e20-8b6432131548",NA,NA,"76","250","Missouri",1992-03-01,27.6,"2191","Marcus","Lucas",16559,9475,"00-0031121",553236,27941,"Marcus Lucas","marcus lucas","TE",NA,NA,NA,NA,NA
"267","11925","Hurns, Allen","MIA","2014","540997",NA,"9867","allenhurns/2550353","17177","10952a8e-9da1-447b-a016-c699db00c5f0",NA,NA,"73","195","Miami",1991-11-21,27.9,"1984","Allen","Hurns",16253,9485,"00-0030821",540997,27874,"Allen Hurns","allen hurns","WR",2.5,2020,NA,131.3,107
"268","11927","Hewitt, Ryan","FA","2014","503183",NA,"9985","ryanhewitt/2550206","17169","fa26e15f-2375-4acc-aaae-cf32cfe4bc3e",NA,NA,"76","255","Stanford",1991-01-24,28.7,"1891","Ryan","Hewitt",16111,9654,"00-0030780",503183,28021,"Ryan Hewitt","ryan hewitt","RB",NA,NA,NA,NA,NA
"269","11931","Fowler, Bennie","FA","2014","511509",NA,"9826","benniefowler/2550198","16995","132721b4-fd32-4795-b214-ab4baaaceb3a",NA,NA,"73","212","Michigan State",1991-06-10,28.3,"2003","Bennie","Fowler",16276,9353,"00-0030670",511509,27826,"Bennie Fowler","bennie fowler","WR",NA,NA,NA,NA,NA
"270","11938","Thielen, Adam","MIN","2014","733643",NA,"9054",NA,"16460","2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4",NA,NA,"74","200","Minnesota State-Mankato",1990-08-22,29.1,"1689","Adam","Thielen",15534,8986,"00-0030035",733643,27277,"Adam Thielen","adam thielen","WR",16.1,2025,27.9,15.3,12
"271","11941","Oliver, Branden","FA","2014","506492",NA,"10198","brandenoliver/2550658","17452","7dac43ce-3a74-4033-b63f-bf9171a24a55",NA,NA,"68","208","Buffalo",1991-05-07,28.4,"2050","Branden","Oliver",16345,9550,"00-0031277",506492,28272,"Branden Oliver","branden oliver","RB",NA,NA,NA,NA,NA
"272","11951","Snead, Willie","BAL","2014","591586",NA,"9989",NA,"17258","8482bc94-0eb0-4e92-8f99-ced135f3cd5d",NA,NA,"71","200","Ball State",1992-10-17,27,"1911","Willie","Snead",16141,9284,"00-0030663",591586,28026,"Willie Snead","willie snead","WR",3.5,2020,NA,106.4,88
"273","11957","Inman, Dontrelle","LAC","2013","399529",NA,"6840","dontrelleinman/2530700","14269","61194d09-1caf-4bd6-9ff2-a6b1601a1839",NA,NA,"75","205","Virginia",1989-01-31,30.7,"2291","Dontrelle","Inman",16728,7659,"00-0028411",399529,25120,"Dontrelle Inman","dontrelle inman","WR",0.9,2020,NA,131,100
"274","11964","Perry, Senorise","BUF","2014","553705",NA,"10151","senoriseperry/2550633","17421","3d94860c-82db-43fd-aa99-3b72390111a4",NA,NA,"72","210","Louisville",1991-09-19,28.1,"2114","Senorise","Perry",16441,9872,"00-0031209",553705,28223,"Senorise Perry","senorise perry","RB",0.7,2020,NA,NA,NA
"275","11975","Gabriel, Taylor","CHI","2014","752062",NA,"10162","taylorgabriel/2550617","17437","4b3677f5-712e-43f2-b7bb-51ac6f291b86",NA,NA,"68","165","Abilene Christian",1991-02-17,28.6,"1903","Taylor","Gabriel",16129,9864,"00-0031228",752062,28234,"Taylor Gabriel","taylor gabriel","WR",6.5,2022,255.3,95.6,79.8
"276","11977","Darkwa, Orleans","FA","2014","546645",NA,"10102","orleansdarkwa/2550481","17331","6fa02dfe-225c-4d0f-9d09-6a6ec31637a4",NA,NA,"71","219","Tulane",1992-02-28,27.6,"1819","Orleans","Darkwa",16008,9551,NA,546645,28169,"Orleans Darkwa","orleans darkwa","RB",NA,NA,NA,NA,NA
"277","12038","Ross, Rashad","FA","2013","598945",NA,"9080","rashadross/2541940","16566","a55c773c-1ce6-4d0f-a800-768575d74121",NA,NA,"72","180","Arizona State",1990-02-02,29.7,"1724","Rashad","Ross",15659,9759," 00-0030187",598945,27305,"Rashad Ross","rashad ross","WR",NA,NA,NA,NA,NA
"278","12040","Smith, Keith","ATL","2014","558973",NA,"10076","keithsmith/2550400","17315","955093e0-39aa-48b4-b34d-259b369e6535",NA,NA,"72","240","San Jose State",1992-04-08,27.5,NA,"Keith","Smith",NA,NA,NA,NA,NA,"Keith Smith","keith smith","RB",NA,NA,NA,NA,NA
"279","12062","Martino, Freddie","FA","2014","562535",NA,"10016","freddiemartino/2550223","17205","88eda217-d9ad-4abb-bcc1-2cbfe2a20b4d",NA,NA,"72","195","North Greenville",1991-09-07,28.1,"2171","Freddie","Martino",16529,9854,"00-0030737",562535,28060,"Freddie Martino","freddie martino","WR",NA,NA,NA,NA,NA
"280","12098","West, Charcandrick","FA","2014","752129",NA,"10006","charcandrickwest/2550268","17284","65f91b8b-6794-4273-bf42-4d00b5973ddd",NA,NA,"70","205","Abilene Christian",1991-06-02,28.4,"2024","Charcandrick","West",16307,9891,"00-0030668",752129,28044,"Charcandrick West","charcandrick west","RB",NA,NA,NA,NA,NA
"281","12110","Brate, Cameron","TBB","2014","552926",NA,"10193",NA,"17453","5afe93fd-0caf-4cca-83fc-7f405bebfa3e",NA,NA,"77","245","Harvard",1991-07-03,28.3,"2214","Cameron","Brate",16593,10008,"00-0031273",552926,28267,"Cameron Brate","cameron brate","TE",6.8,2024,252.5,35.6,30
"282","12138","Simonson, Scott","FA","2014","564881",NA,"10143",NA,"17391","b77aa319-b97f-4316-84c5-e51390432644",NA,NA,"77","261","Assumption",1992-04-13,27.5,"2040","Scott","Simonson",16327,10016,"00-0031167",564881,28215,"Scott Simonson","scott simonson","TE",NA,NA,NA,NA,NA
"283","12140","Winston, Jameis","TBB","2015","691536",NA,"9376",NA,"2969939","fb3b36fc-b985-4807-8199-d038d7e62a93","1","1","76","231","Florida State",1994-01-06,25.8,"2306","Jameis","Winston",16762,10037,"00-0031503",691536,28389,"Jameis Winston","jameis winston","QB",6.3,2020,123,15.3,11
"284","12141","Mariota, Marcus","TEN","2015","607843",NA,"9385","marcusmariota/2552466","2576980","7c16c04c-04de-41f3-ac16-ad6a9435e3f7","1","2","76","222","Oregon",1993-10-30,25.9,"2307","Marcus","Mariota",16763,10074,"00-0032268",607843,28390,"Marcus Mariota","marcus mariota","QB",6.1,2020,211.6,27.1,27
"285","12142","Hundley, Brett","ARI","2015","590420",NA,"10402",NA,"2577189","e97f5ca9-186e-4346-ae65-1cd757ada455","5","11","75","226","UCLA",1993-06-15,26.3,"2450","Brett","Hundley",16907,9706,"00-0031589",590420,28535,"Brett Hundley","brett hundley","QB",1.9,2020,NA,NA,NA
"286","12144","Petty, Bryce","FA","2015","503511",NA,"10419","brycepetty/2552369","2466005","609ab653-c3d4-4138-a2d9-c697a34174ad","4","4","75","226","Baylor",1991-05-31,28.4,"2408","Bryce","Petty",16864,10163,"00-0031568",503511,28491,"Bryce Petty","bryce petty","QB",NA,NA,NA,NA,NA
"287","12145","Mannion, Sean","MIN","2015","557860",NA,"10409",NA,"2517017","91ead748-e3b0-4926-bd3b-3e327b44e6bc","3","25","78","230","Oregon State",1992-04-25,27.5,"2394","Sean","Mannion",16850,10176,"00-0032245",557860,28477,"Sean Mannion","sean mannion","QB",0.9,2020,NA,NA,NA
"288","12146","Grayson, Garrett","FA","2015","541469",NA,"10394",NA,"2575660","5b64cbb5-0af6-4efc-a441-31c1f33d2eab","3","11","74","220","Colorado State",1991-05-29,28.4,"2380","Garrett","Grayson",16836,10175,"00-0032148",541469,28463,"Garrett Grayson","garrett grayson","QB",NA,NA,NA,NA,NA
"289","12150","Gurley, Todd","LAR","2015","694641",NA,"10288",NA,"2977644","14263792-d1d3-4b0c-85f7-2a85b4aed6f1","1","10","73","227","Georgia",1994-08-03,25.2,"2315","Todd","Gurley",16771,10147,"00-0032241",694641,28398,"Todd Gurley","todd gurley","RB",14.4,2024,22.7,11.3,13.4
"290","12151","Gordon, Melvin","LAC","2015","606516",NA,"10284","melvingordon/2552469","2576434","0f8ccece-d663-4069-944b-f318f64c60b7","1","15","73","215","Wisconsin",1993-04-13,26.5,"2320","Melvin","Gordon",16776,10064,"00-0032144",606516,28403,"Melvin Gordon","melvin gordon","RB",2.7,2020,23.1,9,10.4
"291","12152","Coleman, Tevin","SFO","2015","696080",NA,"10359",NA,"2979477","5827b78b-5150-4ba9-bc46-902428e99a31","3","9","73","210","Indiana",1993-04-16,26.5,"2378","Tevin","Coleman",16834,10081,"00-0032058",696080,28461,"Tevin Coleman","tevin coleman","RB",4.2,2021,90.3,33.9,34.2
"292","12153","Yeldon, T.J.","BUF","2015","651103",NA,"10311","t.j.yeldon/2552471","2976516","d28afbc1-16c0-4012-b24a-1bd99817e8a9","2","4","73","223","Alabama",1993-10-02,26,"2341","T.J.","Yeldon",16797,10056,"00-0032209",651103,28424,"TJ Yeldon","tj yeldon","RB",1.6,2021,187,75,74.3
"293","12154","Ajayi, Jay","FA*","2015","590921",NA,"10361","jayajayi/2552582","2573300","bb78a66a-a8ec-4294-8858-c7e5a1d15106","5","13","72","223","Boise State",1993-06-15,26.3,"2452","Jay","Ajayi",16909,10082,"00-0031590",590921,28537,"Jay Ajayi","jay ajayi","RB",NA,NA,NA,NA,NA
"294","12155","Abdullah, Ameer","MIN","2015","590796",NA,"10338",NA,"2576336","c5e430c5-7a8e-4e29-b30f-1a527f05cb89","2","22","69","203","Nebraska",1993-06-13,26.3,"2359","Ameer","Abdullah",16815,10126,"00-0032104",590796,28442,"Ameer Abdullah","ameer abdullah","RB",0.8,2020,NA,107.5,92.5
"295","12156","Langford, Jeremy","FA","2015","557370",NA,"10473","jeremylangford/2552379","2515416","6512b90e-d6b3-4719-bb0c-a75f97673f37","4","7","72","211","Michigan State",1991-12-06,27.8,"2411","Jeremy","Langford",16867,10186,"00-0031569",557370,28494,"Jeremy Langford","jeremy langford","RB",NA,NA,NA,NA,NA
"296","12157","Johnson, Duke","HOU","2015","691583",NA,"10358","dukejohnson/2552461","2969962","31c376b7-2e10-473a-aa54-d9f709a5b93e","3","13","69","210","Miami",1993-09-23,26.1,"2382","Duke","Johnson",16838,10084,"00-0032257",691583,28465,"Duke Johnson","duke johnson","RB",NA,NA,124.1,38.2,39
"297","12159","Allen, Javorius","NYG","2015","598989",NA,"10314",NA,"2577253","9173225c-4e88-4c87-ad78-41aa0d00a1be","4","26","72","218","USC",1991-08-27,28.1,"2430","Javorius","Allen",16886,10066,"00-0031577",598989,28513,"Javorius Allen","javorius allen","RB",NA,NA,NA,NA,NA
"298","12160","Williams, Karlos","FA","2015","605426",NA,"10532","karloswilliams/2552380","2576817","4fca6010-11b6-4052-a097-8728c6174a08","5","19","73","230","Florida State",1993-05-04,26.4,"2458","Karlos","Williams",16915,10184,NA,605426,28543,"Karlos Williams","karlos williams","RB",NA,NA,NA,NA,NA
"299","12161","Artis-Payne, Cameron","FA","2015","727272",NA,"10364",NA,"3043097","f413d6fb-5105-4110-b915-d92840a3e656","5","38","70","215","Auburn",1990-06-23,29.3,"2477","Cameron","Artis-Payne",16934,10187,"00-0031599",727272,28562,"Cameron Artis-Payne","cameron artis-payne","RB",NA,NA,NA,NA,NA
"300","12162","Jones, Matt","FA","2015","694617",NA,"10493","mattjones/2552635","2980105","2641d36d-7c61-445f-980f-313671f2e8ce","3","31","74","239","Florida",1992-11-17,26.9,"2400","Matt","Jones",16856,10189,"00-0031939",694617,28483,"Matt Jones","matt jones","RB",NA,NA,NA,NA,NA
"301","12164","Davis, Mike","CHI","2015","694015",NA,"10378",NA,"3025433","e311a7a2-eddb-439c-86b4-b1f1984186bc","4","27","69","217","South Carolina",1993-02-19,26.6,"2431","Mike","Davis",16887,10083,"00-0032063",694015,28514,"Mike Davis","mike davis","RB",3,2021,199,67.7,64
"302","12169","Rawls, Thomas","FA","2015","605730",NA,"10420","thomasrawls/2553733","2576237","488c3707-26ee-4e1a-8742-494a06f77801",NA,NA,"69","215","Central Michigan",1993-08-03,26.2,"2585","Thomas","Rawls",17050,10185,"00-0031897",605730,28714,"Thomas Rawls","thomas rawls","RB",NA,NA,NA,NA,NA
"303","12171","Johnson, David","ARI","2015","552409",NA,"10404","davidjohnson/2553435","2508176","2c8670ae-0c23-4d20-9d2b-f4c3e25f8938","3","22","73","224","Northern Iowa",1991-12-16,27.8,"2391","David","Johnson",16847,10148,"00-0032187",552409,28474,"David Johnson","david johnson","RB",13,2022,18.9,9.9,6.6
"304","12175","Cooper, Amari","DAL","2015","650914",NA,"10310","amaricooper/2552487","2976499","00f88be8-45f9-4237-b2b8-3271ec790d07","1","4","73","225","Alabama",1994-06-18,25.3,"2309","Amari","Cooper",16765,10055,"00-0031544",650914,28392,"Amari Cooper","amari cooper","WR",5.7,2020,16.7,8.2,5.8
